HTSUS,Description,Scope Limitations
8529.90.39,"8529.90.39 Parts of television receivers specified in U.S. note 9 to chapter 85, other than printed circuit assemblies, nesoi Aircraft",Aircraft
8529.90.43,"8529.90.43 Printed circuit boards and ceramic substrates and subassemblies thereof for color TV, with components listed in additional U.S. note 4 to chapter 85 Aircraft",Aircraft
8529.90.46,"8529.90.46 Combinations of printed circuit boards and ceramic substrates and subassemblies thereof for color TV, with components listed in additional U.S. note 4 to chapter 85 Aircraft",Aircraft
8529.90.49,"8529.90.49 Combinations of parts of television receivers specified in U.S. note 10 to chapter 85, other than printed circuit assemblies, nesoi Aircraft",Aircraft
8529.90.55,"8529.90.55 Flat panel screen assemblies for TV reception apparatus, color video monitors and video projectors Aircraft",Aircraft
8529.90.63,8529.90.63 Parts of printed circuit assemblies (including face plates and lock latches) for television cameras Aircraft,Aircraft
8529.90.68,8529.90.68 Parts of printed circuit assemblies (including face plates and lock latches) for television apparatus other than television cameras Aircraft,Aircraft
8529.90.73,"8529.90.73 Parts of printed circuit assemblies (including face plates and lock latches) for radar, radio navigational aid or radio remote control app. Aircraft",Aircraft
8529.90.77 8524 8528,"8529.90.77 Parts of printed circuit assemblies (including face plates and lock latches) for other apparatus of headings 8524 to 8528, nesoi Aircraft",Aircraft
8529.90.78,"8529.90.78 Mounted lenses for use in closed circuit television cameras, separately imported, with or without attached electrical connectors or motors Aircraft",Aircraft
8529.90.81,"8529.90.81 Other parts of television cameras, nesoi Aircraft",Aircraft
8529.90.83,"8529.90.83 Other parts of television apparatus (other than television cameras), nesoi Aircraft",Aircraft
8529.90.87 8525 8527,"8529.90.87 Parts suitable for use solely or principally with the apparatus of 8525 and 8527 (except television apparatus or cellular phones), nesoi Aircraft",Aircraft
8529.90.88,"8529.90.88 Subassemblies with 2 or more printed circuit boards or ceramic substrates, except tuners or convergence assemblies, for color TV, entered with components in additional U.S. note 4 to chapter 85 Aircraft",Aircraft
8529.90.89,"8529.90.89 Subassemblies with 2 or more printed circuit boards or ceramic substrates, except tuners or convergence assemblies, for color TV, other Aircraft",Aircraft
8529.90.93,"8529.90.93 Parts of television apparatus, nesoi Aircraft",Aircraft
8529.90.95,"8529.90.95 Assemblies and subassemblies of radar, radio navigational aid or remote control apparatus, of 2 or more parts joined together, nesoi Aircraft",Aircraft
8529.90.97,"8529.90.97 Parts suitable for use solely or principally in radar, radio navigational aid or radio remote control apparatus, nesoi Aircraft",Aircraft
8529.90.98 8524 8528,"8529.90.98 Parts suitable for use solely or principally with the apparatus of headings 8524 through 8528, nesoi Aircraft",Aircraft
8531.10.00,8531.10.00 Electric burglar or fire alarms and similar apparatus Aircraft,Aircraft
8531.20.00,8531.20.00 Indicator panels incorporating liquid crystal devices (LCD's) or light emitting diodes (LED's) Aircraft,Aircraft
8531.80.15,"8531.80.15 Doorbells, chimes, buzzers, and similar apparatus Aircraft",Aircraft
8531.80.90,"8531.80.90 Electric sound or visual signaling apparatus, nesoi Aircraft",Aircraft
8536.70.00,"8536.70.00 Connectors for optical fibers, optical fiber bundles or cables Aircraft",Aircraft
8539.10.00,8539.10.00 Sealed beam lamp units Aircraft,Aircraft
8539.51.00,8539.51.00 Light-emitting diode (LED) modules Aircraft,Aircraft
8543.70.42,8543.70.42 Flight data recorders Aircraft,Aircraft
8543.70.45,8543.70.45 Other electric synchros and transducers; defrosters and demisters with electric resistors for aircraft Aircraft,aircraft
8543.70.60,"8543.70.60 Electrical machines and apparatus nesoi, designed for connection to telegraphic or telephonic apparatus, instruments or networks Aircraft",Aircraft
8543.70.80,8543.70.80 Microwave amplifiers Aircraft,Aircraft
8543.70.91,8543.70.91 Digital signal processing apparatus capable of connecting to a wired or wireless network for sound mixing Aircraft,Aircraft
8543.70.95,8543.70.95 Touch screens without display capabilities for incorporation in apparatus having a display Aircraft,Aircraft
8543.90.12 8543.70,8543.90.12 Parts of physical vapor deposition apparatus of subheading 8543.70 Aircraft,Aircraft
8543.90.15,"8543.90.15 Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, printed circuit assemblies Aircraft",Aircraft
8543.90.35,"8543.90.35 Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, not printed circuit assemblies Aircraft",Aircraft
8543.90.65 8528 8528.52 8528.62,"8543.90.65 Printed circuit assemblies of flat panel displays other than for reception apparatus for television of heading 8528, except for subheadings 8528.52 or 8528.62 Aircraft",Aircraft
8543.90.68,"8543.90.68 Printed circuit assemblies of electrical machines and apparatus, having individual functions, nesoi Aircraft",Aircraft
8543.90.85 8528 8528.52 8528.62,"8543.90.85 Parts, nesoi, of flat panel displays other than for reception apparatus for television of heading 8528, except for subheadings 8528.52 or 8528.62 Aircraft",Aircraft
8543.90.88,"8543.90.88 Parts (other than printed circuit assemblies) of electrical machines and apparatus, having individual functions, nesoi Aircraft",Aircraft
8544.30.00,"8544.30.00 Insulated ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships Aircraft",aircraft
8801.00.00,"8801.00.00 Balloons, dirigibles and non-powered aircraft, gliders and hang gliders Aircraft",aircraft
8802.11.01 8806,"8802.11.01 Helicopters (except unmanned aircraft of heading 8806), with an unladen weight not over 2,000 kg Aircraft",aircraft
8802.12.01 8806,"8802.12.01 Helicopters (except unmanned aircraft of heading 8806), with an unladen weight over 2,000 kg Aircraft",aircraft
8802.20.01 8806,"8802.20.01 Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight not over 2,000 kg Aircraft",aircraft
8802.30.01 8806,"8802.30.01 Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 2,000 kg but not over 15,000 kg Aircraft",aircraft
8802.40.01 8806,"8802.40.01 Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 15,000 kg Aircraft",aircraft
8805.29.00,"8805.29.00 Ground flying trainers and parts thereof, other than air combat simulators Aircraft",Aircraft
8806.10.00,8806.10.00 Unmanned aircraft designed for the carriage of passengers Aircraft,aircraft
8806.21.00,"8806.21.00 Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight not more than 250g Aircraft",aircraft
8806.22.00,"8806.22.00 Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 250g but less than 7kg Aircraft",aircraft
8806.23.00,"8806.23.00 Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 7kg but less than 25kg Aircraft",aircraft
8806.24.00,"8806.24.00 Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 25kg but less than 150 kg Aircraft",aircraft
8806.29.00,"8806.29.00 Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 150 kg Aircraft",aircraft
8806.91.00,"8806.91.00 Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight not more than 250g Aircraft",aircraft
8806.92.00,"8806.92.00 Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more 250g less than 7kg Aircraft",aircraft
8806.93.00,"8806.93.00 Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 7kg but less than 25kg Aircraft",aircraft
8806.94.00,"8806.94.00 Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 25kg but less than 150 kg Aircraft",aircraft
8806.99.00,"8806.99.00 Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 150 kg Aircraft",aircraft
8807.10.00 8801 8802 8806,"8807.10.00 Parts of aircraft of headings 8801, 8802 or 8806, propellers and rotors and parts thereof Aircraft",aircraft
8807.20.00 8801 8802 8806,"8807.20.00 Parts of aircraft of headings 8801, 8802 or 8806, undercarriages and parts thereof Aircraft",aircraft
8807.30.00 8801 8802 8806,"8807.30.00 Parts of aircraft of headings 8801, 8802 or 8806, for airplanes, helicopters, unmanned aircraft, other than propellers, rotors or undercarriages, nesoi Aircraft",aircraft
8807.90.90 8801 8802 8806,"8807.90.90 Parts of aircraft of headings 8801, 8802 or 8806, not for airplanes, helicopters or unmanned aircraft, nesoi Aircraft",aircraft
9001.90.40,"9001.90.40 Lenses nesoi, unmounted Aircraft",Aircraft
9001.90.50,"9001.90.50 Prisms, unmounted Aircraft",Aircraft
9001.90.60,"9001.90.60 Mirrors, unmounted Aircraft",Aircraft
9001.90.80,"9001.90.80 Half-tone screens designed for use in engraving or photographic processes, unmounted Aircraft",Aircraft
9001.90.90,"9001.90.90 Optical elements nesoi, unmounted Aircraft",Aircraft
9002.90.20,"9002.90.20 Prisms, mounted, for optical uses Aircraft",Aircraft
9002.90.40,"9002.90.40 Mirrors, mounted, for optical uses Aircraft",Aircraft
9002.90.70,"9002.90.70 Half-tone screens, mounted, designed for use in engraving or photographic processes Aircraft",Aircraft
9002.90.85,"9002.90.85 Mounted lenses suitable for use in, and entered separately from, closed circuit television cameras, with or without attached electrical connectors or motors Aircraft",Aircraft
9002.90.95,"9002.90.95 Mounted optical elements, nesoi; parts and accessories of mounted optical elements, nesoi Aircraft",Aircraft
9014.10.10,9014.10.10 Optical direction finding compasses Aircraft,Aircraft
9014.10.60,"9014.10.60 Gyroscopic directing finding compasses, other than electrical Aircraft",Aircraft
9014.10.70,9014.10.70 Electrical direction finding compasses Aircraft,Aircraft
9014.10.90,"9014.10.90 Direction finding compasses, other than optical instruments, gyroscopic compasses or electrical Aircraft",Aircraft
9014.20.20,9014.20.20 Optical instruments and appliances (other than compasses) for aeronautical or space navigation Aircraft,Aircraft
9014.20.40,9014.20.40 Automatic pilots for aeronautical or space navigation Aircraft,Aircraft
9014.20.60,9014.20.60 Electrical instruments and appliances (other than compasses) for aeronautical or space navigation Aircraft,Aircraft
9014.20.80,9014.20.80 Nonelectrical instruments and appliances (other than compasses) for aeronautical or space navigation Aircraft,Aircraft
9014.90.10 9014.20.40,9014.90.10 Parts and accessories of automatic pilots for aeronautical or space navigation of subheading 9014.20.40 Aircraft,Aircraft
9014.90.20 9014.20.80,9014.90.20 Parts and accessories of nonelectrical instruments and appliances for aeronautical or space navigation of subheading 9014.20.80 Aircraft,Aircraft
9014.90.40 9014.80.50,9014.90.40 Parts and accessories of nonelectrical navigational instruments and appliances nesoi of subheading 9014.80.50 Aircraft,Aircraft
9014.90.60,"9014.90.60 Parts and accessories of navigational instruments and appliances, nesoi Aircraft",Aircraft
9020.00.40,"9020.00.40 Underwater breathing devices designed as a complete unit to be carried on the person and not requiring attendants, parts and accessories thereof Aircraft",Aircraft
9020.00.60,"9020.00.60 Breathing appliances, nesoi, and gas masks, except protective masks having neither mechanical parts or replaceable filters, parts, accessories thereof Aircraft",Aircraft
9025.11.20,"9025.11.20 Clinical thermometers, liquid-filled, for direct reading, not combined with other instruments Aircraft",Aircraft
9025.11.40,"9025.11.40 Liquid-filled thermometers, for direct reading, not combined with other instruments, other than clinical thermometers Aircraft",Aircraft
9025.19.40,"9025.19.40 Pyrometers, not combined with other instruments Aircraft",Aircraft
9025.19.80,"9025.19.80 Thermometers, for direct reading, not combined with other instruments, other than liquid-filled thermometers Aircraft",Aircraft
9025.80.10,"9025.80.10 Electrical hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers, psychometers, and any combination Aircraft",Aircraft
9025.80.15,"9025.80.15 Nonelectrical barometers, not combined with other instruments Aircraft",Aircraft
9025.80.20,"9025.80.20 Hydrometers and similar floating instruments, whether or not incorporating a thermometer, non-recording, other than electrical Aircraft",Aircraft
9025.80.35,"9025.80.35 Hygrometers and psychrometers, non-electrical, non- recording Aircraft",Aircraft
9025.80.40,"9025.80.40 Thermographs, barographs, hygrographs and other recording instruments, other than electrical Aircraft",Aircraft
9025.80.50,"9025.80.50 Combinations of thermometers, barometers and similar temperature and atmosphere measuring and recording instruments, nonelectrical Aircraft",Aircraft
9025.90.06,"9025.90.06 Other parts and accessories of hydrometers and like floating instruments, thermometers, pyrometers, barometers, hygrometers, psychrometers and combinations Aircraft",Aircraft
